幽	473,246 526,289 530,333 523,839 519,863 504,880;322,420 335,428 351,457 267,638 262,662 350,660 368,648;423,527 444,559 392,655 305,786 306,812 334,813 414,778 415,772;417,722 457,784 462,803;678,357 698,379 704,398 647,514 613,567 600,605 647,607 698,600 713,591;766,491 783,524 704,642 646,715 641,748 664,751 748,723 755,728;743,670 791,734 801,768;153,681 189,720 197,748 201,841 196,964 222,967 430,917 639,881 794,866 810,867 825,882;837,582 878,632 849,989
幾	302,239 314,250 327,281 230,444 225,464 251,469 303,466 329,462 340,453;400,345 418,377 367,457 289,558 281,591 301,598 317,595 417,563;418,512 457,581;639,186 659,207 665,225 586,376 579,403 664,403 691,392;740,301 757,334 709,411 651,483 633,511 628,534 650,536 757,508 766,515;742,454 794,502 814,540;121,741 143,752 189,754 673,653 738,643 777,649;351,675 367,691 378,722 358,804 321,896 272,960 235,990 182,1010;387,814 468,855 494,886;417,182 441,189 478,217 491,324 520,476 565,637 622,785 694,907 778,996 817,1023 853,1035 865,1012 892,892 898,885 893,876;736,714 753,754 706,833 681,863 603,929 533,968 493,981;804,598 871,634 894,664
广	446,219 554,265 591,303;318,438 347,454 697,399 754,395 799,404;257,428 286,454 297,489 284,634 263,743 235,836 200,912 157,982 113,1033
庀	468,176 551,238 574,283;330,392 351,406 410,403 724,342 787,342;250,372 278,393 290,407 293,422 283,616 259,746 227,832 175,916 104,988 50,1022;692,524 704,538 716,574 625,651 483,747;436,506 477,556 461,704 462,841 476,932 485,952 505,972 528,985 581,998 675,1003 792,992 847,975 871,961 874,946 879,803
庄	475,209 570,258 602,298;338,419 356,428 447,423 724,368 771,369;259,386 281,406 297,438 278,613 250,735 215,834 171,919 117,996 85,1030;383,703 406,710 457,711 606,686 702,662 734,659 761,665;530,511 568,541 578,562 566,893 549,915;295,959 348,969 479,950 808,919 866,926 902,940
庆	482,177 577,229 605,267;342,385 363,398 439,395 681,349 735,341 769,343;269,359 297,387 305,410 289,553 255,708 217,807 167,901 85,1002;355,676 383,683 422,682 749,618 817,624;538,476 572,516 572,541 557,674 520,790 486,855 444,902 388,941 326,967;590,683 603,712 686,822 736,884 790,937 864,961 961,981
庇	465,180 566,237 596,280;331,417 360,427 435,423 702,365 734,360 767,363;255,386 277,406 293,435 274,613 246,735 211,834 167,919 113,996 81,1030;414,703 428,689 524,665 561,664;352,574 366,585 386,619 384,754 366,888 370,908 409,901 526,838;799,550 814,594 734,648 650,691 644,704;586,519 609,541 626,570 614,666 614,817 628,899 647,930 697,952 783,962 867,956 916,936 912,770
床	459,169 545,217 574,257;333,368 366,382 406,379 592,352 697,328 739,322 775,326;271,350 301,384 306,404 279,573 234,743 208,808 147,918 97,985 50,1034;355,604 409,611 708,548 755,545 789,552;517,417 544,438 566,467 549,1074;530,617 521,627 506,675 428,786 331,880 253,930;591,640 603,665 651,722 736,812 809,877 867,896 992,916
庋	465,186 558,228 589,262;329,357 369,369 481,360 719,312 779,314;268,343 300,376 305,404 292,534 268,659 236,760 186,864 140,934 97,982;379,545 417,553 459,551 580,533 699,503 747,506;513,406 552,441 543,637 538,653 527,663;395,695 425,701 480,696 611,666 641,672 660,684 640,739 597,821 558,872 523,905 451,949 383,976 313,993 271,995;401,769 442,775 479,794 642,936 735,995 803,1014 955,1020
序	501,163 584,209 606,240;336,340 363,350 459,344 731,295 773,296;261,311 289,340 296,362 268,564 237,683 213,749 167,843 100,942 57,986;402,455 449,468 607,418 651,416 666,427 675,446 600,524 597,534 589,535;500,525 560,556 593,595;306,691 340,695 583,658 743,626 799,627 828,654 755,748;547,682 574,699 586,721 588,943 575,997 561,1015 546,1012 440,962
庐	466,185 549,228 586,273;332,367 347,380 457,375 723,323 775,326;254,342 283,372 292,394 271,556 229,718 163,861 95,957 62,989;516,428 574,465 596,490;456,595 476,578 692,533 721,545 740,566 713,642 686,660;440,733 671,691 728,691 749,699;381,553 407,575 420,603 407,713 379,829 354,886 318,944 261,998 203,1030
庑	466,201 552,243 585,282;330,385 365,398 445,393 715,340 775,342;258,368 275,378 299,414 291,565 265,708 230,792 202,837 145,899 78,943;406,530 439,536 478,534 676,491 713,493;322,708 376,714 474,696 734,664 766,666 815,680;497,555 532,585 532,597 513,718 471,834 426,902 388,943 328,987 273,1015;566,709 607,743 595,839 596,955 607,984 640,1006 679,1014 773,1016 837,1005 875,990 884,984 888,846
库	482,175 580,216 615,251;332,359 350,368 409,369 551,349 724,315 771,318;258,330 288,361 295,372 295,388 264,603 241,692 198,802 153,884 100,955 69,986;369,530 414,538 455,536 698,486 731,488;490,402 517,446 460,602 403,717 427,724 458,723 686,689 737,698;259,871 314,881 503,852 806,824 894,845;552,601 581,638 568,993 578,1066
应	466,203 556,250 591,290;317,404 348,422 705,364 739,363 781,371;254,389 283,420 291,448 276,560 238,715 220,769 166,879 107,961 70,998;339,671 413,750 428,792;472,595 544,669 557,702;711,534 727,546 745,583 652,789 600,883 581,901;256,942 318,959 473,935 773,908 816,913 871,934
底	465,179 551,223 579,258;337,374 353,383 397,383 534,358 724,310 772,310;258,344 281,364 298,394 286,541 262,678 221,801 179,886 123,968 92,1002;691,461 628,452 546,506 449,547 447,554;372,539 412,576 416,706 412,795 403,845 405,882 456,871 571,801;475,683 513,684 576,672 730,614 774,603 798,607;542,532 572,543 598,572 611,645 649,745 724,860 793,930 848,964 893,971 908,927 920,823;540,883 608,930 632,970
庖	443,188 514,224 551,259;310,343 332,357 410,353 701,300 747,302;239,329 263,348 279,378 269,551 250,660 225,745 190,827 147,901 105,952;458,397 483,428 478,449 436,520 382,576;466,523 494,512 668,477 695,476 718,497 694,659 663,733 637,759 605,745 563,714;388,634 409,637 482,615 495,616 514,632 520,640 499,715 495,725 475,739;385,788 394,778 463,764 524,770;337,622 364,660 355,841 367,905 397,951 433,974 477,991 544,1004 641,1004 716,993 789,968 841,926 848,785
店	478,179 575,226 602,257;351,369 366,379 445,376 728,322 777,322;269,336 292,356 309,388 290,555 256,706 221,803 170,903 112,986 78,1020;525,429 573,469 566,737 548,762;604,595 618,582 747,555 787,557;349,789 375,809 392,845 436,1060;406,793 430,805 594,778 698,752 742,754 782,793 747,900 714,926;450,974 468,988 700,960 754,962 788,974
庙	458,175 569,230 598,265;332,383 347,395 421,393 590,360 708,330 768,330;254,363 281,384 293,399 295,413 283,591 256,713 215,812 181,864 107,938 54,971;329,659 352,678 374,716 389,900 408,999;377,664 416,680 536,661 737,613 763,612 795,629 812,647 781,903 770,946 751,974 751,1034;457,812 532,803 631,781 660,779 683,786;527,449 573,487 575,505 566,886 564,905 549,923;428,972 447,961 703,930
庚	462,173 541,222 569,264;347,374 363,387 433,382 692,319 752,318;271,350 300,380 308,400 291,534 258,690 234,763 187,864 126,957 66,1026;378,537 438,538 639,492 682,492 720,526 686,662 657,690;299,657 343,663 584,618 671,612 850,587 932,601;340,770 356,775 381,772 658,717 707,714 730,722;479,416 518,439 532,467 508,716 476,835 441,903 398,955 316,1017 239,1051;532,770 535,781 648,908 744,997 784,1013 916,1035
府	466,169 553,215 581,254;293,355 317,367 369,366 578,328 718,295 775,295;219,332 249,361 258,384 245,544 221,669 191,763 156,840 104,924 65,969;428,438 448,461 455,487 426,541 319,685 271,735 239,759;392,637 394,664 404,686 398,836 386,934 391,991;492,628 545,632 666,603 845,572 926,584;663,423 681,431 714,464 711,674 721,937 702,985 578,938;517,714 561,748 576,767 581,785
庞	450,179 536,220 572,258;327,351 341,364 413,362 709,305 755,305;253,327 286,363 288,378 260,580 229,699 205,765 159,859 92,958 49,1002;327,644 380,652 638,601 699,596 734,602;492,423 517,447 529,477 489,680 467,756 440,819 412,868 356,935 274,998 219,1023;562,674 597,721 586,784 581,874 585,944 594,974 628,1004 689,1019 783,1020 865,1007 893,995 904,989 906,974 912,850;735,697 745,708 757,743 731,781 606,916 545,964 521,976;677,427 758,476 787,515
废	466,197 551,241 579,277;334,376 343,387 418,385 696,325 767,322;255,346 284,378 291,400 263,585 235,692 211,758 165,849 127,909 61,983;365,502 392,546 362,651 393,652 449,630 613,586 729,571 789,583;500,422 514,427 543,455 511,576 457,726 413,811 375,866 316,934 271,972;476,748 612,708 636,710 656,731 620,845 574,915 540,948 495,974 437,997 366,1015 329,1018;453,799 476,804 508,827 611,929 705,998 741,1013 900,1027;669,426 731,463 755,500
庠	466,180 544,225 570,261;331,345 350,359 390,358 530,340 723,303 765,304;259,322 289,355 295,373 275,549 246,670 219,751 160,865 106,940 73,974;426,421 479,466 492,489;636,369 655,401 578,489;397,563 417,569 466,568 676,524 736,520;404,689 450,698 652,666 713,672;274,831 325,840 513,811 817,779 864,786 899,799;527,581 559,605 555,1062
庥	445,187 526,219 563,255;326,359 345,372 413,368 496,358 696,318 755,317;251,334 286,374 288,387 271,544 233,706 202,788 162,865 114,936 69,986;420,438 440,456 449,477 433,516 337,668 278,728;377,649 392,696 370,921 375,981;479,592 529,599 738,557 788,552 822,558;600,396 623,415 644,450 633,1050;654,601 619,632 591,691 542,765 484,833 421,885;664,612 674,650 713,709 760,771 813,826 826,838 938,865
度	486,180 566,227 586,257;318,351 355,363 440,357 726,298 769,300;254,335 277,353 294,386 277,553 248,692 215,790 182,863 130,948 68,1022;328,533 383,535 551,499 736,470 786,472 818,481;428,410 458,443 477,653;614,374 648,414 620,565 605,580;499,640 518,623 598,609 637,609 658,617;411,735 456,739 499,734 595,707 625,710 647,723 635,761 594,842 565,884 516,932 469,962 397,994 308,1017 267,1019;394,797 443,812 603,936 753,1017 845,1021 944,1016
座	481,184 566,230 599,259;348,383 358,393 412,391 725,333 771,333;269,351 298,381 304,404 282,576 245,731 211,822 158,921 100,1002 65,1038;412,523 434,553 414,608 371,683 304,750;409,665 422,665 463,687 488,718;711,481 737,513 722,560 693,621 652,675 620,706;704,648 722,646 786,678 811,701 822,721;411,817 441,823 491,821 598,804 673,785 724,786;531,439 577,478 579,506 567,908 562,932 550,944;271,986 325,998 553,971 780,953 825,958 877,976
庫	490,167 567,207 590,236;337,323 361,332 457,330 745,279 791,282;259,295 289,325 298,344 280,522 254,659 224,757 191,833 117,958 57,1030;413,453 473,459 602,437 673,417 719,420;358,553 377,569 392,593 428,777;404,554 427,564 686,519 747,523 775,558 733,689 710,737 682,721;468,653 530,646 601,629 634,627 655,633;448,761 492,747 637,729 649,729 669,745;262,888 312,897 462,874 814,843 866,848 903,861;527,363 561,391 570,417 563,1092
庭	474,184 563,232 582,256;305,383 331,398 397,395 698,336 771,333;232,363 255,384 270,411 251,594 220,734 186,831 147,909 93,990 53,1034;760,476 726,468 698,470 637,512 552,552 543,550 537,559 516,559 505,570;500,667 560,671 793,628 839,634;635,537 658,550 666,570 662,767 658,782 646,792;520,829 555,835 762,803 831,817;305,558 387,536 417,545 410,583 364,671 375,682 411,686 443,706 405,806 363,872 304,940 253,978;280,802 324,804 366,819 564,935 646,976 740,1011 805,1015 960,997
庳	461,175 548,219 576,253;339,329 363,344 414,341 709,293 765,292;271,311 304,345 309,368 291,543 269,650 233,761 204,825 147,920 89,989;491,363 509,386 471,447 456,451;375,476 406,513 437,697;401,469 448,477 547,458 676,443 713,443 736,451 758,478 706,649 707,673;484,573 614,551 656,555;457,675 474,666 622,646 656,645 665,656;542,479 561,493 570,509 554,618 538,674 516,714 480,759 436,791 423,794;294,847 351,856 537,824 815,796 849,797 908,814;580,714 596,722 618,749 611,1095
庵	445,179 516,209 545,242;316,325 348,337 450,331 703,283 747,286;247,303 264,314 283,339 286,363 266,538 246,640 214,742 174,830 110,927 77,961;347,502 387,510 691,457 747,463;493,376 516,410 475,524 437,593 395,649 340,704 274,754 227,780;584,500 604,509 733,628 819,689 889,701 973,704;380,709 374,732 398,880 409,908;406,730 416,717 447,708 562,693 573,687 638,679 677,688 698,713 663,837 652,860 620,849;449,800 487,797 567,776 605,779;425,894 454,882 581,861 602,861 619,873;497,606 533,650 520,784 521,902 537,977 561,1006 599,1021 659,1028 761,1026 809,1014 832,1001 836,865
庶	475,169 570,218 601,258;334,374 360,383 412,381 715,316 768,314;259,342 280,362 294,392 272,560 238,700 213,771 153,888 95,967 53,1011;317,620 354,627 380,624 539,591 769,559 810,558 869,571;418,477 438,484 462,510 477,625 489,793;636,419 674,458 638,691 621,707;507,768 520,755 612,737 644,737 672,745;340,850 321,930 291,988 281,1022;446,860 487,920 498,967;579,840 635,909 649,956;726,817 848,925 873,965 883,1002
康	462,163 545,205 573,243;311,330 340,342 447,336 704,289 771,288;237,311 262,332 279,361 254,565 235,659 201,760 158,854 100,941 57,989;378,490 435,491 572,464 655,439 691,445 715,475 674,625 650,642;304,600 356,607 613,567 816,546 888,562;377,703 413,707 663,668 696,668 717,677;494,367 528,391 537,407 536,982 522,1022 409,985;313,749 379,780 411,815;234,963 290,967 463,851;798,748 762,737 666,829 657,827;566,760 576,782 670,883 763,958 817,985 942,993
庸	470,177 540,211 574,250;336,330 361,343 440,337 487,332 691,286 742,288;265,311 295,341 302,371 288,526 264,657 238,746 187,863 131,954 80,1015;386,446 431,449 541,429 652,400 676,403 701,422 709,437 681,539 660,559;322,543 327,550 347,552 602,505 795,481 844,484 877,493;395,621 433,622 651,584 706,591;353,693 378,711 388,750 387,869 369,987 370,1022;418,731 430,715 658,668 694,667 724,690 730,699 741,963 734,1005 726,1021 714,1020 630,992;455,805 593,776 632,780;452,897 507,892 595,872 644,875;511,363 549,395 550,415 543,1030
庹	445,183 552,231 579,263;341,349 357,357 429,357 715,309 765,308;267,322 296,351 305,370 280,551 245,686 201,794 165,858 111,935 70,978;352,487 398,495 688,443 730,440 767,446;434,398 458,409 470,426 489,609;600,360 620,372 634,393 610,518 593,538;504,584 516,576 587,563 614,562 640,570;456,661 467,669 486,667 631,634 656,636 687,662 669,709 645,726;440,793 452,785 643,751 674,751 699,760;391,643 422,675 425,687 414,773 390,870 365,924 329,972 290,1004 247,1028;486,801 515,807 645,935 741,1001 788,1014 929,1028
庾	430,189 514,229 547,268;308,360 330,373 402,371 696,313 751,313;238,338 261,358 276,387 250,581 221,699 196,768 144,870 96,940 49,990;446,490 418,485 369,532 363,530;312,537 341,565 381,781;389,649 397,632 438,623 461,626;602,472 619,476 722,468 733,474 752,504 695,710 682,734 665,734;589,597 601,592 679,590 691,584;395,763 419,752 463,744 649,718;486,407 508,415 530,433 539,454 525,715 502,802 471,863 404,933 320,987 244,1017;547,759 669,903 751,979 783,992 916,1015
廁	447,169 512,204 541,239;291,345 312,356 390,354 545,328 707,292 751,286 775,289;218,324 242,343 257,363 259,377 245,519 217,675 186,774 144,866 71,972 53,989;328,470 347,494 351,522 352,675 344,754 349,803;374,483 396,486 502,455 532,467 543,478 539,745 529,776 536,822;380,592 388,581 417,575 448,572 469,577;378,688 385,677 409,671 468,672;374,780 384,767 481,754 506,743;412,869 383,873 342,925 304,961 218,1015;479,862 536,922 546,954;637,528 663,558 666,727 660,799 665,832;762,411 804,442 811,462 806,667 814,970 795,1013 692,962
廂	465,176 556,221 586,258;307,355 332,366 381,365 726,306 779,306;231,327 254,347 270,376 250,566 222,703 189,797 153,872 93,963 61,997;308,625 352,629 486,595 528,596;399,427 441,472 409,1047;407,644 389,712 334,806 293,864 209,957;454,719 516,765 527,786;575,541 598,568 604,596 606,769 595,929 601,986;628,554 641,564 786,526 816,542 831,562 831,936 818,970 761,954;630,698 640,685 674,676 712,670 744,673;629,813 684,791 721,788 744,795;625,960 640,944 716,931 771,938
廄	461,175 549,218 578,253;299,359 334,369 395,366 695,308 743,309;224,332 262,371 262,393 246,555 221,694 191,785 155,862 103,947 61,998;373,510 383,518 420,503 498,489 514,494 535,516 492,689 494,710;373,618 382,605 395,601 429,596 449,600;369,712 379,699 455,684;310,496 337,524 343,542 346,698 331,913 368,913 461,860 464,850;446,786 494,836 514,867 524,902;653,486 661,472 714,450 756,449 768,462 752,515 744,579 748,606 757,619 778,633 818,639 899,625 930,630;600,456 621,474 624,484 624,559 606,641 571,700;597,745 644,741 744,708 764,717 777,734 761,799 740,852 686,932 658,955 610,980 516,1010 481,1014;556,794 583,805 612,827 722,944 793,996 818,1008 951,1033 965,1031
廈	469,155 541,198 563,233;336,299 353,306 436,303 729,250 761,251;262,276 275,284 301,318 303,336 280,536 256,658 236,730 192,836 138,931 65,1021;380,401 432,404 573,373 717,352 784,363;507,410 526,428 503,474 489,481;397,488 415,507 423,536 417,735;435,495 454,506 481,504 669,466 697,485 712,505 703,606 705,665 695,727;445,583 458,579 476,584 483,578 602,555 625,559;448,648 598,623 632,626;438,730 450,721 602,699 655,694 666,703;469,743 487,761 489,772 463,816 409,882 367,925 305,973 242,1012 208,1022 204,1029;510,804 639,782 679,790 688,803 628,900 540,986 487,1021 446,1039 394,1055 356,1059;475,842 491,846 567,911 648,968 722,1014 795,1050 961,1059
廉	458,194 529,234 549,263;335,342 352,350 382,351 529,328 674,296 714,296;271,322 306,366 290,512 262,649 231,746 201,810 131,921 88,967;427,397 470,435 479,451;664,365 632,367 574,456;343,507 387,514 698,457 760,461;354,613 398,620 521,592 688,567 701,573 722,598 689,731 673,741;288,717 325,724 531,690 784,659 818,660 870,673;333,810 353,817 371,815 660,772 705,774 726,782;429,531 462,558 464,588 457,880 435,1010 436,1056;551,509 571,523 574,552 574,1090;437,828 407,874 359,920 279,975 225,995;603,811 655,874 754,957 808,975 918,994
廊	507,169 583,210 607,241;322,330 337,339 389,338 745,272 785,272;249,303 285,344 283,378 259,541 225,676 197,753 159,832 91,931 49,974;447,373 491,393 513,413;371,489 396,496 433,483 510,470 523,471 538,485 546,497 535,530 518,643 510,663 495,664;388,592 394,581 414,575 466,575;388,678 393,667 482,650;323,480 345,500 356,522 362,636 353,804 357,838 391,833 483,779 489,767;478,719 534,781 545,817;676,463 688,460 695,466 764,438 808,429 837,455 785,566 781,599 832,647 871,703 885,740 885,790 869,819 853,831 734,784;614,452 646,478 653,496 651,1089
廌	469,183 556,227 584,261;343,341 361,349 429,347 677,301 745,297;273,315 298,337 309,364 285,560 268,638 236,740 206,808 159,891 81,986;344,478 390,486 665,438 707,435 736,440 754,460 760,478 708,588;439,393 470,426 482,545 482,554 472,563;579,352 596,362 613,387 590,523 583,540 572,548;363,592 398,597 685,558;451,696 466,689 678,656 710,654 733,661;412,626 432,660 396,788 422,794 549,768 777,747 806,753 836,783 803,947 795,974 772,1012 743,1031 652,970;311,878 305,909 262,1011;400,874 427,931 432,962;506,858 543,911 552,938;615,835 676,899 687,933
廑	480,187 545,226 574,265;323,340 346,352 398,353 619,324 709,306 761,307;255,324 291,360 295,388 280,534 249,707 195,855 138,954 77,1029;348,481 372,489 407,489 710,438 760,432 813,440;442,399 478,423 501,590;612,353 639,379 645,394 628,503 612,521;520,569 526,562 610,546 659,553;364,655 392,674 397,685 428,798;420,658 436,665 713,622 733,631 752,655 735,689 710,705;444,777 458,768 692,731 738,732 757,739;426,860 474,859 670,824 695,822 718,829;409,941 446,944 690,912 726,920;535,581 565,602 570,635 565,962 563,976 550,988;290,1028 344,1037 523,1014 797,992 847,998 883,1012
廒	468,178 544,209 577,243;338,330 365,340 459,336 696,291 763,289;262,306 282,323 299,348 300,361 284,498 245,673 207,776 155,873 95,955 60,990;340,502 417,502 517,474 563,474;344,595 385,600 497,576 543,573;420,401 454,433 447,632 432,655;282,700 326,705 503,661 552,666;444,770 464,764 504,774 532,805 475,960 452,993 427,1010 342,958;462,721 432,730 379,824 320,895 257,952 217,978 209,976 207,984;675,373 698,389 711,409 701,448 678,510 631,605 581,679;650,617 729,601 844,566 877,564;723,626 755,644 759,657 746,755 721,833 695,880 662,917 588,963 542,979;590,731 624,743 751,895 847,985 911,1000 984,1007
廓	481,175 552,205 581,238;310,323 327,336 432,331 714,282 761,283;235,299 272,339 273,361 258,512 233,635 208,718 162,818 102,911 60,958;413,373 489,412;315,466 381,467 512,433 573,426;316,545 348,576 376,670;372,565 388,551 468,530 491,518 511,518 522,523 537,544 524,579 501,595;391,650 401,642 491,620 529,617 552,622;294,740 311,748 349,749 442,711 483,700 501,702 527,724 486,781 481,799;439,791 461,819 474,864 473,953 460,990 445,1000 348,947;224,888 272,904 520,831 569,811;663,480 677,476 688,483 755,456 787,450 801,451 823,475 758,588 747,626 838,710 860,748 870,780 868,819 847,852 709,821;610,476 639,500 649,534 647,1089
廖	484,161 563,183 601,213;329,291 355,303 399,302 612,268 766,236 809,236;263,270 298,308 302,327 274,538 252,632 225,716 168,834 121,906 65,970;377,385 408,382 481,359 496,365 514,384 500,447 489,560;360,443 409,454 431,471;326,585 369,581 463,506;576,346 615,347 672,328 720,320 743,325 755,337 763,351 721,553;574,403 628,411 654,433;590,512 626,509 689,458 705,452 707,442;585,564 554,569 485,660 381,753 308,804 253,832;586,594 595,593 742,711 817,758 969,761;555,666 571,697 531,749 454,815 387,849;603,753 618,785 581,835 516,895 482,918 423,945;667,839 681,871 680,884 645,926 587,980 539,1017 472,1056 361,1101
廚	515,169 584,206 613,243;323,339 342,349 400,349 554,325 739,287 799,286;251,315 288,353 290,376 271,551 237,718 207,808 157,909 95,1001 65,1033;348,490 424,490 546,457 593,454;442,384 474,417 471,525 456,550;343,593 372,593 546,555 576,560;337,648 369,683 396,792;356,644 393,656 505,629 534,632 553,652 537,703 548,718;411,768 421,759 507,741 558,748;331,813 371,862 379,885;497,767 516,785 519,808 478,892 466,904;269,967 318,982 604,872;617,599 699,599 820,575 872,557 926,557;737,380 766,397 786,418 786,649 799,970 780,1017 706,989 670,972 668,965 657,965;612,726 673,773 695,814
廛	484,166 556,199 587,235;327,299 352,314 389,312 609,282 736,256 797,255;253,279 286,311 293,331 270,556 244,676 200,801 161,878 97,976 53,1025;372,386 393,401 407,425 444,573;420,386 441,397 581,366 695,353 726,358 742,378 748,397 689,526 675,530;488,473 528,469 599,449 626,446 645,451;458,557 477,547 526,543 664,515;531,402 557,416 565,450 560,657 547,673;456,629 484,630 648,603 691,608;320,716 356,725 536,697 790,669 861,686;430,765 439,798 301,893;661,745 770,808 804,855;433,872 483,880 627,853 690,852;536,757 569,789 562,947 549,964;282,1003 341,1014 524,991 802,972 825,972 893,994
廝	430,159 507,199 530,228;280,324 303,333 388,326 685,260 747,256;203,302 226,320 245,350 240,502 216,672 192,760 144,877 92,964 60,1001;295,510 328,515 386,507 538,464 577,462;328,423 358,457 363,492 362,737 348,747;472,357 508,390 496,692 491,709 481,717;386,598 404,584 450,584;385,678 393,667 404,664 450,664;243,785 292,792 535,729 580,730;362,820 377,841 381,858 315,943 282,974 256,989;475,806 512,845 520,862;863,400 796,402 735,457 683,488 681,498;611,484 644,510 650,548 645,701 629,788 604,855 572,905 522,957 490,977;675,632 866,591 904,591 934,599;753,646 792,667 791,1097
廟	461,171 544,217 566,248;294,328 341,339 380,338 562,314 731,281 791,282;225,308 250,329 264,360 247,545 217,716 182,823 143,906 99,978 45,1045;331,490 386,493 500,461 553,458;424,375 453,410 430,550 415,566;297,591 320,613 329,634 357,774;340,595 363,598 488,568 522,569 539,577 554,596 527,717 514,749 518,766;366,688 372,680 433,664 473,664;373,758 383,749 491,729;233,882 283,887 513,832 565,834;406,767 426,786 429,817 416,1005 426,1068;624,449 654,472 661,491 657,653 649,731 625,836 592,926 522,1040;686,458 699,468 791,443 809,448 836,473 832,543 844,987 837,1009 823,1026 734,980;687,642 693,631 713,622 773,622;660,783 670,781 681,767 715,759 753,756 775,762
廠	457,165 537,216 560,255;290,367 307,376 355,377 713,309 755,310;222,343 251,374 257,394 245,505 220,648 193,734 137,851 91,919 49,966;390,449 427,485 422,616 414,647 403,657;284,558 342,599 355,624;539,493 554,521 473,595;239,689 264,729 267,774 267,833 252,920 254,975;287,719 297,702 483,658 506,662 531,686 534,918 522,974 514,987 498,984 435,953 422,952;314,760 336,784 353,888;352,761 361,766 424,744 443,746 457,762 447,808 458,819;367,866 384,852 411,844 470,845;669,425 693,443 705,463 691,514 628,648 577,718;670,623 752,609 844,582 901,577;743,637 752,648 768,654 779,670 764,765 738,839 708,884 658,927 565,968;618,733 645,747 743,876 832,960 850,970 966,992
廡	445,174 528,209 543,218 567,247;321,343 362,353 447,348 691,300 735,301;240,312 264,331 280,354 265,509 235,680 208,763 166,854 120,930 67,995;411,395 436,429 418,478 384,536 356,571 329,593;449,480 529,468 664,429 716,425;300,669 347,679 759,608 794,604 837,612;358,597 389,622 395,639 409,769 398,778;456,547 490,573 500,748 498,759 488,767;571,507 604,535 592,731 587,746 577,754;696,494 727,534 694,718 677,736;265,815 322,822 503,790 755,758 791,760 842,775;339,874 322,933 274,1027;439,873 485,933 496,978;579,867 632,917 650,958;713,848 826,949 846,980 854,1013
廢	469,156 544,201 568,236;297,305 319,321 354,320 522,299 741,258 785,260;228,288 253,307 267,340 246,534 212,701 191,765 142,868 85,956 45,1002;366,408 453,397 470,413 450,475 368,600 334,636 270,684;322,477 376,521 381,536;649,325 659,352 617,393 607,391;762,367 771,398 681,459 669,457;544,391 587,412 705,528 828,614 851,623 981,629;370,625 450,611 462,616 474,632 471,642 454,683 437,693;383,737 392,726 425,718 477,721;335,701 354,725 356,743 336,812 355,818 381,810 422,810 441,818 456,837 425,957 397,1002 375,1016 309,973;531,580 555,599 560,634 556,669 537,729 514,758 490,772;580,608 589,596 622,582 653,584 661,595 647,679 650,698 666,716 702,722 769,711 789,714;541,829 586,822 664,793 691,798 703,814 687,875 669,913 624,968 575,998 470,1023;553,889 739,988 795,1030 818,1068
廣	490,159 565,194 600,230;325,313 353,323 413,321 598,293 728,265 774,270;251,286 280,315 290,335 268,528 237,667 202,767 164,844 117,923 45,1010;359,451 381,457 428,455 692,406 717,403 756,409;426,363 442,366 464,391 486,571;615,317 639,334 648,352 622,482 607,496;502,548 519,538 599,524 635,523 655,532;306,632 354,639 576,599 823,572 864,576 904,588;336,710 351,717 382,752 402,837 425,899;377,712 410,720 505,699 684,674 723,682 738,698 744,722 694,868 694,893;459,797 591,769 628,772;521,633 550,658 547,829 531,852;441,894 476,882 645,861 656,854;473,961 441,964 414,996 368,1035 317,1070 276,1087;654,933 760,1012 789,1077
廥	445,186 533,217 567,247;331,324 340,335 349,336 421,333 514,320 699,280 759,282;252,300 283,329 291,351 280,499 254,660 235,733 196,829 145,923 81,1005;511,365 531,397 478,485 377,594 327,633 296,648 282,667;563,420 586,446 660,500 780,571 814,584 854,588 947,587;479,555 513,556 608,535 622,538;347,645 369,656 383,682 412,807;387,640 422,649 592,615 673,605 702,610 726,638 670,782;519,644 538,663 537,738 524,752;438,692 463,714 476,735;622,656 631,672 587,724;429,798 436,792 640,765 653,758;417,848 437,865 443,883 437,1059;470,879 476,872 600,843 627,840 650,848 662,866 662,983 653,1030 661,1093;462,958 474,948 524,937 577,939;459,1042 483,1031 561,1018 595,1017 605,1029
廨	481,175 554,215 576,245;292,331 307,340 390,342 584,313 727,283 787,286;216,304 247,333 254,345 255,367 234,559 214,666 190,743 145,843 89,930 57,966;369,386 386,412 361,465 330,506 294,535;386,463 421,464 453,456 490,468 427,568 408,580;276,591 295,605 306,630 294,793 258,912 232,960 206,993;330,621 345,608 486,580 500,582 525,606 528,934 515,966 437,950;346,715 382,716 451,695 475,696;335,803 381,805 440,789 483,787;386,617 411,637 403,947;589,421 627,427 761,393 800,387 815,393 825,411 815,482 800,531 768,567 721,538;667,440 688,457 683,475 643,550 601,596;599,655 619,676 605,725 571,770;631,721 642,714 704,708 802,682 841,682;552,835 594,843 689,823 876,801 938,814;692,619 727,650 727,1084
